//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1260	1260	5000	27	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sword Breaker 7 Dias (1 UN)
1270	1270	5000	28	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Rune Bastard Sword  (1 UN)
1280	1280	25	512	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Small Axe (1 UN)
1290	1290	25	513	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Hand Axe (1 UN)
1300	1300	5000	29	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Mace Of King Omitir Imagen (1 UN)
1310	1310	25	514	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Double Axe (1 UN)
1320	1320	25	515	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Tomahawk (1 UN)
1330	1330	50	516	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Elven Axe (1 UN)
1340	1340	50	517	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Battle Axe (1 UN)
1350	1350	50	518	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Nikea Axe (1 UN)
1360	1360	50	519	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Larkan Axe (1 UN)
1370	1370	50	520	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Crescent Axe (1 UN)
1380	1380	1000	1024	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Mace (1 UN)
1390	1390	1000	1025	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Morning Star (1 UN)
1400	1400	1000	1026	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Flail (1 UN)
1410	1410	1000	1027	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Great Hammer (1 UN)
1420	1420	1000	1028	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Crystal Morning Star (1 UN)
1430	1430	1000	1029	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Crystal Sword (1 UN)
1440	1440	1000	1030	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Chaos Dragon Axe (1 UN)
1450	1450	1000	1031	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Elemental Mace (1 UN)
1460	1460	1000	1032	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Battle Scepter (1 UN)
1470	1470	1200	1033	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Master Scepter (1 UN)
1480	1480	1200	1034	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Great Scepter (1 UN)
1490	1490	1200	1035	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Lord Scepter (1 UN)
1500	1500	1200	1036	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Great Lord Scepter (1 UN)
1510	1510	1800	1037	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Divine Scepter of Archangel (1 UN)
1520	1520	1800	1038	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Soleil Sceptor (1 UN)
1530	1530	1800	1039	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Shining Scepter (1 UN)
1540	1540	1000	1536	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Light Spear (1 UN)
1550	1550	1000	1537	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Spear (1 UN)
1560	1560	1000	1538	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Lance (1 UN)
1570	1570	1000	1539	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Giant Trident (1 UN)
1580	1580	1000	1540	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Serpent Spear (1 UN)
1590	1590	1000	1541	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Double Poleaxe (1 UN)
1600	1600	1000	1542	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Halberd (1 UN)
1610	1610	1000	1543	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Berdysh (1 UN)
1620	1620	1200	1544	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Great Scythe (1 UN)
1630	1630	1500	1545	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bill of Balrog (1 UN)
1640	1640	1500	1546	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Spear (1 UN)
1650	1650	5000	1547	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brova (1 UN)
1660	1660	5000	1548	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Magmus Peer (1 UN)
1670	1670	50	2048	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Short Bow (1 UN)
1680	1680	50	2049	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Bow (1 UN)
1690	1690	75	2050	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Elven Bow (1 UN)
1700	1700	90	2051	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Battle Bow (1 UN)
1710	1710	90	2052	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Tiger Bow (1 UN)
1720	1720	110	2053	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Silver Bow (1 UN)
1730	1730	150	2054	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Chaos Nature Bow (1 UN)
1740	1740	15	2055	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Bolt (1 UN)
1750	1750	15	2056	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Crossbow (1 UN)
1760	1760	25	2056	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Crossbow (1 UN)
1770	1770	25	2057	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Golden Crossbow (1 UN)
1780	1780	35	2058	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Arquebus (1 UN)
1790	1790	40	2059	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Light Crossbow (1 UN)
1800	1800	45	2060	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Serpent Crossbow (1 UN)
1810	1810	45	2061	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Bluewing Crossbow (1 UN)
1820	1820	55	2062	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Aquagold Crossbow (1 UN)
1830	1830	1200	2064	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Saint Crossbow (1 UN)
1840	1840	1200	2065	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Celestial Bow (1 UN)
1850	1850	1200	2066	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Divine Crossbow of Archangel (1 UN)
1860	1860	1500	2067	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Great Reign Crossbow (1 UN)
1870	1870	1500	2068	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Arrow Viper Bow (1 UN)
1880	1880	1800	2069	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sylph Wind Bow (1 UN)
1890	1890	1800	2070	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Albatross Bow (1 UN)
1900	1900	1800	2071	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Stinger (1 UN)
1910	1910	1800	2072	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Aileen Bowr (1 UN)
1920	1920	1300	5655	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Hurricane Boots (1 UN)
1930	1930	15000	2	13	1	1	0	63	5	0	0	255	255	255	255	255	0	0	// Rapier (1 UN)
1940	1940	45	2560	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Skull Staff (1 UN)
1950	1950	45	2561	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Angelic Staff (1 UN)
1960	1960	45	2562	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Serpent Staff (1 UN)
1970	1970	1000	2563	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Thunder Staff (1 UN)
1980	1980	1000	2564	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Gorgon Staff (1 UN)
1990	1990	1000	2565	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Legendary Staff (1 UN)
2000	2000	1000	2566	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Staff of Resurrection (1 UN)
2010	2010	1000	2567	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Chaos Lighting Staff (1 UN)
2020	2020	1000	2568	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Staff of Destruction (1 UN)
2030	2030	1500	2569	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Soul Staff (1 UN)
2040	2040	1500	2570	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Divine Staff of Archangel (1 UN)
2050	2050	1500	2571	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Staff of Kundun (1 UN)
2060	2060	1800	2572	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Grand Viper Staff (1 UN)
2070	2070	1800	2573	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Platina Staff (1 UN)
2080	2080	15000	14	13	1	1	0	63	5	0	0	255	255	255	255	255	0	0	// Lighting Sword (1 UN)
2090	2090	30000	17	13	1	1	0	63	5	0	0	255	255	255	255	255	0	0	// Dark Breaker (1 UN)
2100	2100	30000	20	13	1	1	0	63	5	0	0	255	255	255	255	255	0	0	// Knight Blade (1 UN)
2110	2110	30000	1035	13	1	1	0	63	5	0	0	255	255	255	255	255	0	0	// Lord Scepter (1 UN)
2120	2120	15000	1025	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Morning Star (1 UN)
2130	2130	15000	2053	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Silver Bow (1 UN)
2140	2140	15000	2057	13	1	1	0	63	5	0	0	255	255	255	255	255	0	0	// Golden Crossbow (1 UN)
2150	2150	5000	2593	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Chrome Staff (1 UN)
2160	2160	5000	2594	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Raven Stick (1 UN)
2170	2170	30000	2573	13	1	1	0	63	5	0	0	255	255	255	255	255	0	0	// Platina Staff (1 UN)
2180	2180	15000	3072	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Small Shield (1 UN)
2190	2190	35	3072	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Small Shield (1 UN)
2200	2200	35	3073	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Horn Shield (1 UN)
2210	2210	40	3074	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Kite Shield (1 UN)
2220	2220	40	3075	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Elven Shield (1 UN)
2230	2230	40	3076	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Buckler (1 UN)
2240	2240	45	3077	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Dragon Slayer Shield (1 UN)
2250	2250	1200	3078	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Skull Shield (1 UN)
2260	2260	1200	3079	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Spiked Shield (1 UN)
2270	2270	1200	3080	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Tower Shield (1 UN)
2280	2280	75	3081	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Plate Shield (1 UN)
2290	2290	1200	3082	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Large Round Shield (1 UN)
2300	2300	1200	3083	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Serpent Shield (1 UN)
2310	2310	1200	3084	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bronze Shield (1 UN)
2320	2320	1500	3085	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Shield (1 UN)
2330	2330	1500	3086	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Legendary Shield (1 UN)
2340	2340	1500	3087	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Grand Soul Shield (1 UN)
2350	2350	1500	3088	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Elemental Shield (1 UN)
2360	2360	5000	3090	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Salamander Shield (1 UN)
2370	2370	5000	3091	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Frost Barrier (1 UN)
2380	2380	5000	3092	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Guardian Shield (1 UN)
2390	2390	5000	3093	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Cross Shield (1 UN)
2400	2400	150	6144	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Wings of Elf (1 UN)
2410	2410	150	6145	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Wings of Heaven (1 UN)
2420	2420	150	6146	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Wings of Satan (1 UN)
2430	2430	300	6147	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Wings of Spirits (1 UN)
2440	2440	300	6148	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Wings of Soul (1 UN)
2450	2450	300	6149	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Wings of Dragon (1 UN)
2460	2460	300	6150	13	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Wings of Darkness (1 UN)
2470	2470	3000	6180	13	1	1	0	31	0	0	0	255	255	255	255	255	0	0	// Wing of Storm (1 UN)
2480	2480	3000	6181	13	1	1	0	31	0	0	0	255	255	255	255	255	0	0	// Wing of Eternal (1 UN)
2490	2490	3000	6182	13	1	1	0	31	0	0	0	255	255	255	255	255	0	0	// Wing of Illusion (1 UN)
2500	2500	3000	6183	13	1	1	0	31	0	0	0	255	255	255	255	255	0	0	// Wing of Ruin (1 UN)
2510	2510	3000	6184	13	1	1	0	31	0	0	0	255	255	255	255	255	0	0	// Cape of Emperor (1 UN)
2520	2520	150	6274	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Small Cape of Lord (1 UN)
2530	2530	1000	6664	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Ring of Ice (1 UN)
2540	2540	1000	6665	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Ring of Poison (1 UN)
2550	2550	1500	6668	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Pendant of Lighting (1 UN)
2560	2560	1500	6669	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Pendant of Fire (1 UN)
2570	2570	15000	3078	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Skull Shield (1 UN)
2580	2580	1500	6677	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Ring of Fire (1 UN)
2590	2590	1000	6678	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Ring of Earth (1 UN)
2600	2600	1500	6679	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Ring of Wind (1 UN)
2610	2610	1000	6680	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Ring of Magic (1 UN)
2620	2620	1500	6681	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Pendant of Ice (1 UN)
2630	2630	1500	6682	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Pendant of Wind (1 UN)
2640	2640	1500	6683	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Pendant of Water (1 UN)
2650	2650	1500	6684	13	1	1	7	63	0	0	0	255	255	255	255	255	0	0	// Pendant of Ability (1 UN)
2660	2660	15000	3081	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Plate Shield (1 UN)
2670	2670	30000	3084	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Bronze Shield (1 UN)
2680	2680	15000	3584	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Bronze Helm (1 UN)
2690	2690	15000	3585	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Dragon Helm (1 UN)
2700	2700	15000	3585	13	1	1	7	63	10	0	0	255	255	255	255	255	0	0	// Dragon Helm (1 UN)
2710	2710	15000	3586	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Pad Helm (1 UN)
2720	2720	15000	3586	13	1	1	7	63	10	0	0	255	255	255	255	255	0	0	// Pad Helm (1 UN)
2730	2730	15000	3587	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Legendary Helm (1 UN)
2740	2740	15000	3587	13	1	1	0	63	10	0	0	255	255	255	255	255	0	0	// Legendary Helm (1 UN)
2750	2750	15000	3588	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Bone Helm (1 UN)
2760	2760	15000	3589	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Leather Helm (1 UN)
2770	2770	15000	3589	13	1	1	7	63	10	0	0	255	255	255	255	255	0	0	// Leather Helm (1 UN)
2780	2780	15000	3590	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Scale Helm (1 UN)
2790	2790	15000	3590	13	1	1	7	63	10	0	0	255	255	255	255	255	0	0	// Scale Helm (1 UN)
2800	2800	15000	3591	13	1	1	7	63	5	0	0	255	255	255	255	255	0	0	// Sphinx Mask (1 UN)
2810	2810	1000	3584	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bronze Helm (1 UN)
2820	2820	1000	3585	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Helm (1 UN)
2830	2830	1000	3586	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Pad Helm (1 UN)
2840	2840	1000	3587	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Legendary Helm (1 UN)
2850	2850	1000	3588	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bone Helm (1 UN)
2860	2860	1000	3589	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Leather Helm (1 UN)
2870	2870	1000	3590	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Scale Helm (1 UN)
2880	2880	1000	3591	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sphinx Mask (1 UN)
2890	2890	1000	3592	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brass Helm (1 UN)
2900	2900	1200	3593	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Plate Helm (1 UN)
2910	2910	1200	3594	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Vine Helm (1 UN)
2920	2920	1200	3595	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Silk Helm (1 UN)
2930	2930	1200	3596	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Wind Helm (1 UN)
2940	2940	1200	3597	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Spirit Helm (1 UN)
2950	2950	1200	3598	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Guardian Helm (1 UN)
2960	2960	1200	3600	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Black Dragon Helm (1 UN)
2970	2970	1200	3601	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Phoenix Helm (1 UN)
2980	2980	1200	3602	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Grand Soul Helm (1 UN)
2990	2990	1300	3603	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Holy Spirit Helm (1 UN)
3000	3000	1300	3605	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Great Dragon Helm (1 UN)
3010	3010	1300	3606	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Soul Helm (1 UN)
3020	3020	1300	3608	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Red Spirit Helm (1 UN)
3030	3030	1300	3609	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Light Plate Mask (1 UN)
3040	3040	1300	3610	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Adamantine Mask (1 UN)
3050	3050	1300	3611	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Steel Mask (1 UN)
3060	3060	1300	3612	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Master Mask (1 UN)
3070	3070	1800	3613	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Knight Helm (1 UN)
3080	3080	1800	3614	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Venom Mist Helm (1 UN)
3090	3090	1800	3615	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sylphid Ray Helm (1 UN)
3100	3100	1800	3617	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sunlight Mask (1 UN)
3110	3110	1800	3618	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Ashcrow Helm (1 UN)
3120	3120	1800	3619	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Eclipse Helm (1 UN)
3130	3130	1800	3622	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Glorious Mask (1 UN)
3140	3140	1800	3620	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Iris Helm (1 UN)
3150	3150	5000	3629	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Titan  Helm (1 UN)
3160	3160	5000	3630	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brave Helm (1 UN)
3170	3170	5000	3633	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Seraphim Helm (1 UN)
3180	3180	5000	3634	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Divine Helm (1 UN)
3190	3190	5000	3635	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Royal Mask (1 UN)
3200	3200	5000	3636	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Hades Helm (1 UN)
3210	3210	1000	4096	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bronze Armor (1 UN)
3220	3220	1000	4097	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Armor (1 UN)
3230	3230	1000	4098	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Pad Armor (1 UN)
3240	3240	1000	4099	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Legendary Armor (1 UN)
3250	3250	1000	4100	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bone Armor (1 UN)
3260	3260	1000	4101	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Leather Armor (1 UN)
3270	3270	1000	4102	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Scale Armor (1 UN)
3280	3280	1000	4103	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sphinx Armor (1 UN)
3290	3290	1000	4104	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brass Armor (1 UN)
3300	3300	1200	4105	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Plate Armor (1 UN)
3310	3310	1200	4106	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Vine Armor (1 UN)
3320	3320	1200	4107	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Silk Armor (1 UN)
3330	3330	100	4108	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Wind Armor (1 UN)
3340	3340	1200	4109	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Spirit Armor (1 UN)
3350	3350	1200	4110	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Guardian Armor (1 UN)
3360	3360	1200	4111	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Storm Crow Armor (1 UN)
3370	3370	1200	4112	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Black Dragon Armor (1 UN)
3380	3380	1200	4113	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Phoenix Armor (1 UN)
3390	3390	1300	4114	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Grand Soul Armor (1 UN)
3400	3400	1300	4115	13	0	1	0	63	0	0	0	255	255	255	255	255	0	0	// Holy Spirit Armor (1 UN)
