//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
33	156	156	1	508	1000	0	1560	0	0	0	0	0	0	0	0	0	1560	0	0	0	0	0	0	0	0	0	// Dragon Lance
33	157	157	1	508	1000	0	1570	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	// Giant Trident
33	158	158	1	508	1000	0	1580	0	0	0	0	0	0	0	0	0	1580	0	0	0	0	0	0	0	0	0	// Serpent Spear
33	159	159	1	508	1000	0	1590	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	// Double Poleaxe
33	160	160	1	508	1000	0	1600	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	// Halberd
33	161	161	1	508	1000	0	1610	0	0	0	0	0	0	0	0	0	1610	0	0	0	0	0	0	0	0	0	// Berdysh
33	162	162	1	508	1200	0	1620	0	0	0	0	0	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	// Great Scythe
33	163	163	1	508	1500	0	1630	0	0	0	0	0	0	0	0	0	1630	0	0	0	0	0	0	0	0	0	// Bill of Balrog
33	164	164	1	508	1500	0	1640	0	0	0	0	0	0	0	0	0	1640	0	0	0	0	0	0	0	0	0	// Dragon Spear
33	165	165	1	508	5000	0	1650	0	0	0	0	0	0	0	0	0	1650	0	0	0	0	0	0	0	0	0	// Brova
33	166	166	1	508	5000	0	1660	0	0	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	// Magmus Peer
34	167	167	1	508	50		0	1670	0	0	0	0	0	0	0	0	0	1670	0	0	0	0	0	0	0	0	0	// Short Bow
34	168	168	1	508	50		0	1680	0	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	0	0	0	0	// Bow
34	169	169	1	508	75		0	1690	0	0	0	0	0	0	0	0	0	1690	0	0	0	0	0	0	0	0	0	// Elven Bow
34	170	170	1	508	90		0	1700	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	// Battle Bow
34	171	171	1	508	90		0	1710	0	0	0	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	// Tiger Bow
34	172	172	1	508	110		0	1720	0	0	0	0	0	0	0	0	0	1720	0	0	0	0	0	0	0	0	0	// Silver Bow
34	173	173	1	508	150		0	1730	0	0	0	0	0	0	0	0	0	1730	0	0	0	0	0	0	0	0	0	// Chaos Nature Bow
34	174	174	1	508	15		0	1740	0	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	// Bolt
34	175	175	1	508	15		0	1750	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	0	0	// Crossbow
34	176	176	1	508	25		0	1760	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	// Crossbow
34	177	177	1	508	25		0	1770	0	0	0	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	// Golden Crossbow
34	178	178	1	508	35		0	1780	0	0	0	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	// Arquebus
34	179	179	1	508	40		0	1790	0	0	0	0	0	0	0	0	0	1790	0	0	0	0	0	0	0	0	0	// Light Crossbow
34	180	180	1	508	45		0	1800	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	// Serpent Crossbow
34	181	181	1	508	45		0	1810	0	0	0	0	0	0	0	0	0	1810	0	0	0	0	0	0	0	0	0	// Bluewing Crossbow
34	182	182	1	508	55		0	1820	0	0	0	0	0	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	// Aquagold Crossbow
34	183	183	1	508	1200	0	1830	0	0	0	0	0	0	0	0	0	1830	0	0	0	0	0	0	0	0	0	// Saint Crossbow
34	184	184	1	508	1200	0	1840	0	0	0	0	0	0	0	0	0	1840	0	0	0	0	0	0	0	0	0	// Celestial Bow
34	185	185	1	508	1200	0	1850	0	0	0	0	0	0	0	0	0	1850	0	0	0	0	0	0	0	0	0	// Divine Crossbow of Archangel
34	186	186	1	508	1500	0	1860	0	0	0	0	0	0	0	0	0	1860	0	0	0	0	0	0	0	0	0	// Great Reign Crossbow
34	187	187	1	508	1500	0	1870	0	0	0	0	0	0	0	0	0	1870	0	0	0	0	0	0	0	0	0	// Arrow Viper Bow
34	188	188	1	508	1800	0	1880	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	0	// Sylph Wind Bow
34	189	189	1	508	1800	0	1890	0	0	0	0	0	0	0	0	0	1890	0	0	0	0	0	0	0	0	0	// Albatross Bow
34	190	190	1	508	1800	0	1900	0	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	// Dark Stinger
34	191	191	1	508	1800	0	1910	0	0	0	0	0	0	0	0	0	1910	0	0	0	0	0	0	0	0	0	// Aileen Bowr
35	100	100	1	508	1000	0	1000	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	// Kris
35	101	101	1	508	1000	0	1010	0	0	0	0	0	0	0	0	0	1010	0	0	0	0	0	0	0	0	0	// Short Sword
35	102	102	1	508	1000	0	1020	0	0	0	0	0	0	0	0	0	1020	0	0	0	0	0	0	0	0	0	// Rapier
35	103	103	1	508	1000	0	1030	0	0	0	0	0	0	0	0	0	1030	0	0	0	0	0	0	0	0	0	// Katana
35	104	104	1	508	1000	0	1040	0	0	0	0	0	0	0	0	0	1040	0	0	0	0	0	0	0	0	0	// Sword of Assassin
35	105	105	1	508	1000	0	1050	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0	// Blade
35	106	106	1	508	1000	0	1060	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	0	0	0	0	// Gladius
35	107	107	1	508	1000	0	1070	0	0	0	0	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	// Falchion
35	108	108	1	508	1000	0	1080	0	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	// Serpent Sword
35	109	109	1	508	1000	0	1090	0	0	0	0	0	0	0	0	0	1090	0	0	0	0	0	0	0	0	0	// Sword of Salamander
35	110	110	1	508	1000	0	1100	0	0	0	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	// Light Saber
35	111	111	1	508	1000	0	1110	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	// Heliacal Sword
35	112	112	1	508	1000	0	1120	0	0	0	0	0	0	0	0	0	1120	0	0	0	0	0	0	0	0	0	// Double Blade
35	113	113	1	508	1000	0	1130	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0	0	0	0	0	// Lighting Sword
35	114	114	1	508	1000	0	1140	0	0	0	0	0	0	0	0	0	1140	0	0	0	0	0	0	0	0	0	// Giant Sword
35	115	115	1	508	1200	0	1150	0	0	0	0	0	0	0	0	0	1150	0	0	0	0	0	0	0	0	0	// Sword of Destruction
35	116	116	1	508	1200	0	1160	0	0	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	0	0	0	// Dark Breaker
35	117	117	1	508	1200	0	1170	0	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	// Thunder Blade
35	118	118	1	508	1200	0	1180	0	0	0	0	0	0	0	0	0	1180	0	0	0	0	0	0	0	0	0	// Divine Sword of Archangel
35	119	119	1	508	1200	0	1190	0	0	0	0	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0	// Knight Blade
35	120	120	1	508	1200	0	1200	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	// Dark Reign Blade
35	121	121	1	508	1800	0	1210	0	0	0	0	0	0	0	0	0	1210	0	0	0	0	0	0	0	0	0	// Bone Blade
35	122	122	1	508	1800	0	1220	0	0	0	0	0	0	0	0	0	1220	0	0	0	0	0	0	0	0	0	// Explosion Blade
35	123	123	1	508	1800	0	1230	0	0	0	0	0	0	0	0	0	1230	0	0	0	0	0	0	0	0	0	// Daybreak
35	124	124	1	508	1800	0	1240	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	// Sword Dancer
35	125	125	1	508	5000	0	1250	0	0	0	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0	// Flameberge 
35	126	126	1	508	5000	0	1260	0	0	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	// Sword Breaker
35	127	127	1	508	5000	0	1270	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	// Rune Bastard Sword 
35	130	130	1	508	5000	0	1300	0	0	0	0	0	0	0	0	0	1300	0	0	0	0	0	0	0	0	0	// Mace Of King Omitir Imagen
36	194	194	1	508	45		0	1940	0	0	0	0	0	0	0	0	0	1940	0	0	0	0	0	0	0	0	0	// Skull Staff
36	195	195	1	508	45		0	1950	0	0	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	// Angelic Staff
36	196	196	1	508	45		0	1960	0	0	0	0	0	0	0	0	0	1960	0	0	0	0	0	0	0	0	0	// Serpent Staff
36	197	197	1	508	1000	0	1970	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	// Thunder Staff
36	198	198	1	508	1000	0	1980	0	0	0	0	0	0	0	0	0	1980	0	0	0	0	0	0	0	0	0	// Gorgon Staff
36	199	199	1	508	1000	0	1990	0	0	0	0	0	0	0	0	0	1990	0	0	0	0	0	0	0	0	0	// Legendary Staff
36	200	200	1	508	1000	0	2000	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	// Staff of Resurrection
36	201	201	1	508	1000	0	2010	0	0	0	0	0	0	0	0	0	2010	0	0	0	0	0	0	0	0	0	// Chaos Lighting Staff
36	202	202	1	508	1000	0	2020	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	// Staff of Destruction
36	203	203	1	508	1500	0	2030	0	0	0	0	0	0	0	0	0	2030	0	0	0	0	0	0	0	0	0	// Dragon Soul Staff
36	204	204	1	508	1500	0	2040	0	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	// Divine Staff of Archangel
36	205	205	1	508	1500	0	2050	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	0	// Staff of Kundun
36	206	206	1	508	1800	0	2060	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	0	0	// Grand Viper Staff
36	207	207	1	508	1800	0	2070	0	0	0	0	0	0	0	0	0	2070	0	0	0	0	0	0	0	0	0	// Platina Staff
36	215	215	1	508	5000	0	2150	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	// Chrome Staff
36	216	216	1	508	5000	0	2160	0	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	// Raven Stick
37	219	219	1	508	35		0	2190	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	0	0	0	0	// Small Shield
37	220	220	1	508	35		0	2200	0	0	0	0	0	0	0	0	0	2200	0	0	0	0	0	0	0	0	0	// Horn Shield
37	221	221	1	508	40		0	2210	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0	// Kite Shield
37	222	222	1	508	40		0	2220	0	0	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	0	0	0	// Elven Shield
37	223	223	1	508	40		0	2230	0	0	0	0	0	0	0	0	0	2230	0	0	0	0	0	0	0	0	0	// Buckler
37	224	224	1	508	45		0	2240	0	0	0	0	0	0	0	0	0	2240	0	0	0	0	0	0	0	0	0	// Dragon Slayer Shield
37	225	225	1	508	1200	0	2250	0	0	0	0	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	// Skull Shield
37	226	226	1	508	1200	0	2260	0	0	0	0	0	0	0	0	0	2260	0	0	0	0	0	0	0	0	0	// Spiked Shield
37	227	227	1	508	1200	0	2270	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0	// Tower Shield
37	228	228	1	508	75		0	2280	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	// Plate Shield
37	229	229	1	508	1200	0	2290	0	0	0	0	0	0	0	0	0	2290	0	0	0	0	0	0	0	0	0	// Large Round Shield
37	230	230	1	508	1200	0	2300	0	0	0	0	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	// Serpent Shield
37	231	231	1	508	1200	0	2310	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	0	0	0	0	0	// Bronze Shield
37	232	232	1	508	1500	0	2320	0	0	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	// Dragon Shield
37	233	233	1	508	1500	0	2330	0	0	0	0	0	0	0	0	0	2330	0	0	0	0	0	0	0	0	0	// Legendary Shield
37	234	234	1	508	1500	0	2340	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	// Grand Soul Shield
37	235	235	1	508	1500	0	2350	0	0	0	0	0	0	0	0	0	2350	0	0	0	0	0	0	0	0	0	// Elemental Shield
37	236	236	1	508	5000	0	2360	0	0	0	0	0	0	0	0	0	2360	0	0	0	0	0	0	0	0	0	// Salamander Shield
37	237	237	1	508	5000	0	2370	0	0	0	0	0	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	// Frost Barrier
37	238	238	1	508	5000	0	2380	0	0	0	0	0	0	0	0	0	2380	0	0	0	0	0	0	0	0	0	// Guardian Shield
37	239	239	1	508	5000	0	2390	0	0	0	0	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	// Cross Shield
38	240	240	1	508	150		0	2400	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	// Wings of Elf
38	241	241	1	508	150		0	2410	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	// Wings of Heaven
38	242	242	1	508	150		0	2420	0	0	0	0	0	0	0	0	0	2420	0	0	0	0	0	0	0	0	0	// Wings of Satan
38	243	243	1	508	300		0	2430	0	0	0	0	0	0	0	0	0	2430	0	0	0	0	0	0	0	0	0	// Wings of Spirits
38	244	244	1	508	300		0	2440	0	0	0	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	0	0	// Wings of Soul
38	245	245	1	508	300		0	2450	0	0	0	0	0	0	0	0	0	2450	0	0	0	0	0	0	0	0	0	// Wings of Dragon
38	246	246	1	508	300		0	2460	0	0	0	0	0	0	0	0	0	2460	0	0	0	0	0	0	0	0	0	// Wings of Darkness
38	247	247	1	508	3000	0	2470	0	0	0	0	0	0	0	0	0	2470	0	0	0	0	0	0	0	0	0	// Wing of Storm
38	248	248	1	508	3000	0	2480	0	0	0	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	0	// Wing of Eternal
38	249	249	1	508	3000	0	2490	0	0	0	0	0	0	0	0	0	2490	0	0	0	0	0	0	0	0	0	// Wing of Illusion
38	250	250	1	508	3000	0	2500	0	0	0	0	0	0	0	0	0	2500	0	0	0	0	0	0	0	0	0	// Wing of Ruin
38	251	251	1	508	3000	0	2510	0	0	0	0	0	0	0	0	0	2510	0	0	0	0	0	0	0	0	0	// Cape of Emperor
38	252	252	1	508	150		0	2520	0	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	// Small Cape of Lord
39	253	253	1	508	1000	0	2530	0	0	0	0	0	0	0	0	0	2530	0	0	0	0	0	0	0	0	0	// Ring of Ice
39	254	254	1	508	1000	0	2540	0	0	0	0	0	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	// Ring of Poison
39	255	255	1	508	1500	0	2550	0	0	0	0	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	// Pendant of Lighting
39	256	256	1	508	1500	0	2560	0	0	0	0	0	0	0	0	0	2560	0	0	0	0	0	0	0	0	0	// Pendant of Fire
39	258	258	1	508	1500	0	2580	0	0	0	0	0	0	0	0	0	2580	0	0	0	0	0	0	0	0	0	// Ring of Fire
39	259	259	1	508	1000	0	2590	0	0	0	0	0	0	0	0	0	2590	0	0	0	0	0	0	0	0	0	// Ring of Earth
39	260	260	1	508	1500	0	2600	0	0	0	0	0	0	0	0	0	2600	0	0	0	0	0	0	0	0	0	// Ring of Wind
39	261	261	1	508	1000	0	2610	0	0	0	0	0	0	0	0	0	2610	0	0	0	0	0	0	0	0	0	// Ring of Magic
39	262	262	1	508	1500	0	2620	0	0	0	0	0	0	0	0	0	2620	0	0	0	0	0	0	0	0	0	// Pendant of Ice
39	263	263	1	508	1500	0	2630	0	0	0	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	// Pendant of Wind
39	264	264	1	508	1500	0	2640	0	0	0	0	0	0	0	0	0	2640	0	0	0	0	0	0	0	0	0	// Pendant of Water
39	265	265	1	508	1500	0	2650	0	0	0	0	0	0	0	0	0	2650	0	0	0	0	0	0	0	0	0	// Pendant of Ability
41	193	193	1	508	15000	0	1930	0	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	0	0	// Rapier (Ceto)
41	208	208	1	508	15000	0	2080	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	// Lighting Sword (Hyon)
41	209	209	1	508	30000	0	2090	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	0	0	0	0	0	// Dark (Bragi DP)
41	210	210	1	508	30000	0	2100	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	// Knight (Krhonos Geat Dragon)
41	211	211	1	508	30000	0	2110	0	0	0	0	0	0	0	0	0	2110	0	0	0	0	0	0	0	0	0	// Lord Scepter (Surt Glorius)
41	212	212	1	508	15000	0	2120	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	// Morning Star (Warrior)
41	213	213	1	508	15000	0	2130	0	0	0	0	0	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	// Silver Bow (Karis)
41	214	214	1	508	15000	0	2140	0	0	0	0	0	0	0	0	0	2140	0	0	0	0	0	0	0	0	0	// Golden (Gaia)
41	217	217	1	508	30000	0	2170	0	0	0	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	// Platina Staff (Bes Eclipse)
41	218	218	1	508	15000	0	2180	0	0	0	0	0	0	0	0	0	2180	0	0	0	0	0	0	0	0	0	// Small Shield (Anonymous)
41	257	257	1	508	15000	0	2570	0	0	0	0	0	0	0	0	0	2570	0	0	0	0	0	0	0	0	0	// Skull Shield (Heras)
41	266	266	1	508	15000	0	2660	0	0	0	0	0	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	// Plate Shield (Eplete)
41	267	267	1	508	30000	0	2670	0	0	0	0	0	0	0	0	0	2670	0	0	0	0	0	0	0	0	0	// Bronze Shield (Mahes BD)
42	268	268	1	508	15000	0	2680	0	0	0	0	0	0	0	0	0	2680	0	0	0	0	0	0	0	0	0	// Bronze Helm(Mist)
42	269	269	1	508	15000	0	2690	0	0	0	0	0	0	0	0	0	2690	0	0	0	0	0	0	0	0	0	// Dragon Helm(Hyon)
42	270	270	1	508	15000	0	2700	0	0	0	0	0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	// Dragon Helm(Vicious)
42	271	271	1	508	15000	0	2710	0	0	0	0	0	0	0	0	0	2710	0	0	0	0	0	0	0	0	0	// Pad Helm (Apollo)
42	272	272	1	508	15000	0	2720	0	0	0	0	0	0	0	0	0	2720	0	0	0	0	0	0	0	0	0	// Pad Helm (Barnake)
42	273	273	1	508	15000	0	2730	0	0	0	0	0	0	0	0	0	2730	0	0	0	0	0	0	0	0	0	// Legendary Helm(Anubys)
42	274	274	1	508	15000	0	2740	0	0	0	0	0	0	0	0	0	2740	0	0	0	0	0	0	0	0	0	// Legendary Helm(Isis)
42	275	275	1	508	15000	0	2750	0	0	0	0	0	0	0	0	0	2750	0	0	0	0	0	0	0	0	0	// Bone Helm(Sylion)
42	276	276	1	508	15000	0	2760	0	0	0	0	0	0	0	0	0	2760	0	0	0	0	0	0	0	0	0	// Leather Helm(Warrior)
42	277	277	1	508	15000	0	2770	0	0	0	0	0	0	0	0	0	2770	0	0	0	0	0	0	0	0	0	// Leather Helm(Anonymous)
42	278	278	1	508	15000	0	2780	0	0	0	0	0	0	0	0	0	2780	0	0	0	0	0	0	0	0	0	// Scale Helm(Eplete)
42	279	279	1	508	15000	0	2790	0	0	0	0	0	0	0	0	0	2790	0	0	0	0	0	0	0	0	0	// Scale Helm(Berseker)
42	280	280	1	508	15000	0	2800	0	0	0	0	0	0	0	0	0	2800	0	0	0	0	0	0	0	0	0	// Sphinx Mask(Heras)
42	485	485	1	508	15000	0	4850	0	0	0	0	0	0	0	0	0	4850	0	0	0	0	0	0	0	0	0	// Brass Helm(Cloud)
42	509	509	1	508	15000	0	5090	0	0	0	0	0	0	0	0	0	5090	0	0	0	0	0	0	0	0	0	// Plate Helm(Kantata)
42	510	510	1	508	15000	0	5100	0	0	0	0	0	0	0	0	0	5100	0	0	0	0	0	0	0	0	0	// Plate Helm(Rave)
42	511	511	1	508	15000	0	5110	0	0	0	0	0	0	0	0	0	5110	0	0	0	0	0	0	0	0	0	// Vine Helm(Ceto)
42	512	512	1	508	15000	0	5120	0	0	0	0	0	0	0	0	0	5120	0	0	0	0	0	0	0	0	0	// Vine Helm(Drake)
42	513	513	1	508	15000	0	5130	0	0	0	0	0	0	0	0	0	5130	0	0	0	0	0	0	0	0	0	// Silk Helm(Gaia)
42	514	514	1	508	15000	0	5140	0	0	0	0	0	0	0	0	0	5140	0	0	0	0	0	0	0	0	0	// Wind Helm(Odin)
42	515	515	1	508	15000	0	5150	0	0	0	0	0	0	0	0	0	5150	0	0	0	0	0	0	0	0	0	// Adamantine Mask(Agnis)
42	516	516	1	508	30000	0	5160	0	0	0	0	0	0	0	0	0	5160	0	0	0	0	0	0	0	0	0	// Eclipse Helm(Best)
42	517	517	1	508	30000	0	5170	0	0	0	0	0	0	0	0	0	5170	0	0	0	0	0	0	0	0	0	// Iris Helm(Serket)
42	523	523	1	508	15000	0	5230	0	0	0	0	0	0	0	0	0	5230	0	0	0	0	0	0	0	0	0	// Guardian Helm(Aruan)
43	281	281	1	508	1000	0	2810	0	0	0	0	0	0	0	0	0	2810	0	0	0	0	0	0	0	0	0	// Bronze Helm
43	282	282	1	508	1000	0	2820	0	0	0	0	0	0	0	0	0	2820	0	0	0	0	0	0	0	0	0	// Dragon Helm
43	283	283	1	508	1000	0	2830	0	0	0	0	0	0	0	0	0	2830	0	0	0	0	0	0	0	0	0	// Pad Helm
43	284	284	1	508	1000	0	2840	0	0	0	0	0	0	0	0	0	2840	0	0	0	0	0	0	0	0	0	// Legendary Helm
43	285	285	1	508	1000	0	2850	0	0	0	0	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	// Bone Helm
43	286	286	1	508	1000	0	2860	0	0	0	0	0	0	0	0	0	2860	0	0	0	0	0	0	0	0	0	// Leather Helm
43	287	287	1	508	1000	0	2870	0	0	0	0	0	0	0	0	0	2870	0	0	0	0	0	0	0	0	0	// Scale Helm
43	288	288	1	508	1000	0	2880	0	0	0	0	0	0	0	0	0	2880	0	0	0	0	0	0	0	0	0	// Sphinx Mask
43	289	289	1	508	1000	0	2890	0	0	0	0	0	0	0	0	0	2890	0	0	0	0	0	0	0	0	0	// Brass Helm
43	290	290	1	508	1200	0	2900	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	0	0	0	0	// Plate Helm
43	291	291	1	508	1200	0	2910	0	0	0	0	0	0	0	0	0	2910	0	0	0	0	0	0	0	0	0	// Vine Helm
43	292	292	1	508	1200	0	2920	0	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	// Silk Helm
43	293	293	1	508	1200	0	2930	0	0	0	0	0	0	0	0	0	2930	0	0	0	0	0	0	0	0	0	// Wind Helm
