//Index   Message
380     "[狼魂战役]由于没有祭司守护,战狼神座最终被巴卡斯军团占领了"     
381     "[狼魂战役]军团长巴卡斯登场,神像处于危险状态了"      
382     "[狼魂战役]巴卡斯军团开始向战狼神座进攻"  
383     "[狼魂战役]在英雄们的帮助下击溃了巴卡斯"       
384     "[狼魂战役]狼魂要塞攻防战 排行[%d]"     
385     "[狼魂战役]狼魂要塞攻防战 排行 经验值 [%d]"
386     "[狼魂战役] [%s] 给予巴卡斯致命一击！"  
387     "[狼魂战役]巴卡斯被击杀了!"      
388     "[狼魂战役]巴卡斯斯军团 [%d] 分队长 暗黑妖精 被 [%s] 击杀!" 
389     "[狼魂战役]目前狼魂要塞攻防战点数为 %d" 
390     "[狼魂战役]弓箭手 %d 绑定了狼魂神台"
391     "[狼魂战役]弓箭手 %s 绑定了 %d 神台"
392     "[狼魂战役]%d 勇士已绑定神狼护台"      
393     "[狼魂战役]还没到重新绑定 %d 护台的时间"          
394     "[狼魂战役]狼魂神台 %d 已经连接的2倍以上"         
395     "[狼魂战役]和神狼 %d 护台的绑定位置不正确请重试"     
396     "[狼魂战役] %s 正试图绑定狼魂神台 %d "
397     "[狼魂战役]完成绑定需要约5秒" 
398     "[狼魂战役]为完成绑定请不要移动"     
399     "[狼魂战役]解除和神狼 %d 护台的绑定"         
400     "[狼魂战役]战狼神座的保护膜消失了"         
401     "[狼魂战役]守护战狼神座的祭司数是%d名,战狼神座的生命是%d"
402     "[狼魂战役]已建立的圣狼雕像的屏障"
403     "[狼魂战役]连接需要等级260或更高"
416     "罗兰攻城城堡攻城结束"     
417     "罗兰攻城攻城报名时间"       
418     "报名参加攻城战的战盟,请积累收集城主标识" 
419     "报名参加攻城战的战盟,请积累收集城主标识"        
420     "现在是确定参与攻城战的阶段"
421     "您已确定参加攻城战的战盟"    
422     "罗兰战役攻城战将在 %d 分钟后开始"         
423     "守城方战盟无法解除"    
424     "%s 战盟成功防守城堡"       
425     "%s 战盟成为城堡的新主人"
426     "请确定战盟是否存在"          
427     "守护石像还在"          
432     "%s成为副盟主" 
433     "%s成为战斗队长"     
434     "%s成为战盟盟员"      
435     "我们(%s)战盟的性质变成(%d)"         
436     "已经与 %s 联盟"   
437     "%s 现在是公会的敌人"       
438     "%s 战盟加入 %s 联合战盟"    
439     "您已从联盟中退出"
440     "%s 战盟退出 %s 联合战盟"
441     "从(%s)联盟中退出"        
442     "解除与(%s)的敌对关系"   
443     "%s 联盟解散"     
448     "攻城战开始后可以设置复活石"
449     "只有攻城方才能使用"
450     "已设置复活石" 
451     "您在龙塔不能使用复活石"         
452     "您成功设置复活石" 
453     "设置复活石失败" 
464     "你不能调用士兵包围的城堡"        
465     "只有守城方才能召唤" 
466     "只有盟主或副盟主才能召唤佣兵"
467     "已超过佣兵召唤上限" 
468     "成功召唤佣兵" 
469     "召唤佣兵失败"   
480     "服务器关闭了"    
481     "服务器将在 %d 秒后自动关闭"          
482     "这是复制品,请联系管理员"    
483     "禁言时间已到,您可以发布聊天消息了" 
484     "在 %d 秒后,你将退出游戏"          
485     "由于 %s 的攻击,对其处于正当防卫状态" 
486     "解除了对%s的正当防卫状态"   
487     "离服务器关闭还剩下 1 分钟,请安全退出"       
488     "离服务器关闭还剩下 3 分钟,请安全退出"       
489     "离服务器关闭还剩下 5 分钟,请安全退出"       
490     "游戏服务器将在 10 秒钟后重新启动"
491     "%s 获胜并得到 %d 个祝福宝石"
492     "%s 杀死了天魔菲尼斯"       
493     "获得%d个哥布林点数"       
494     "%s 杀死了黄金怪物"  
495     "获得%d个哥布林点数"       
496     "%s 杀死了炼狱魔王"        
497     "获得%d个哥布林点数"       
498     "" 
499     "升级之前要将镶嵌的艾尔特取下"   
500     "[冰风堡战役] 活动开始"    
501     "[冰风堡战役] 活动结束!"
502     "[冰风堡战役] 距离开始还有 %d 分钟"
503     "[冰风堡战役] 战盟 %s 成功占领冰风堡王座 "       
504     "[冰风堡战役]  %d 秒后开始攻占冰风堡"   
505     "" 
506     "必须是战盟盟主才有效!"
507     "您所在的战盟攻占了冰风堡!" 
508     "您的坐标不正确!" 
509     "您的战盟必须拥有 %d 位成员!"      
510     "恭喜!你所在的战盟已占领冰风堡王座!" 
511     "[冰风堡战役] 距离结束还有 %d 分钟!"
512     "" 
513     "清理背包成功!"   
514     "如果你觉得这服还行， 请推荐给其他朋友吧。"    
515     "玩家 %s 击杀了 %s" 
516     "怪物 %s 击杀了 %s" 
517     "玩家[%s]在地图%d(%d, %d) 击杀了 [%s]!!!"
518     "你无权使用命令! / setvip" 
519     "添加VIP成功!"  
520     "此帐户不存在!"    
521     "%s 你已经不需要我的帮助了" 
522     "%s 您的VIP级别不能使用这条命令"         
523     "%s :需要 %d 金币"     
524     "%s :需要 %d 哥布林币"
525     "%s 你需要加入巴内尔特家族"          
526     "%s 你需要加入多普瑞恩家族"         
527     "%s 你需要加入多普瑞恩家族"         
528     "%s 你需要加入巴内尔特家族"          
529     "%s 需要家族声望: %d"  
530     "%s :持续时间 %d 分钟" 
531     "%s :消耗 %d 的金币"       
532     "%s :消耗 %d 的哥布林币"      
533     "%s     BUFF到手,走你!"   

602     "你不能和自己结婚 0,0!" 
603     "你嫁给了 %s!"     
604     "你结婚了!" 
605     "这个人已经结婚了!"          
606     "命令:[/结婚 to name | /结婚 divorce | /结婚 track or trace]!"       
607     "你不能在你结婚的第一个星期分开!"       
608     "你已离婚!"   
609     "你不结婚吗!"     
610     "你已经使用过了!"
611     "是谁,送你来到我身边!" 
612     "尊敬的来宾,各位亲朋好友.欢迎光临 %s 与 %s 的结婚典礼现场!"     
613     "很遗憾%s 与 %s 离婚了!"    
614     "[结婚系统] 祝贺!" 
615     " %s 和 %s!"       
616     "[结婚系统]目前还不允许同性结婚" 
617     "所需等级: %d"  
618     "角色必须都满足等级 %d级!"         
619     "结婚系统被禁用!" 
620     "需要MU币: %d!"      
621     "你必须在冰风谷2教堂的正确位置!"         
622     "对方必须在冰风谷2教堂正确的位置!"
623     "提示: [最低等级 : %d | 追踪和跟踪需要: %d 金币]!"       
624     "如果提示玩家离线,则无法分开!"
625     "另一个角色处于离线状态!"
626     "皮肤 %d 适用于 %d 玩家!"  
627     "角色 %s 不在线!"    
628 	  " "
629 	  " "
630     "您需要达到 %d 级才能使用此命令!"     
631     "只允许在安全区内使用!"
632     "你和对手的等级不能相差 %d 级才可以决斗!"          
633     "您的账户未能启用这个命令!" 
634     "命令: [/ 变身 法师, 战士, 精灵, 魔剑, 圣导, 召唤, 格斗]"       
635     "你应该选择一个不同于你的职业!"    
636     "请脱掉装备!"
637     "变身不可用!"     
638     "需要转生 %d 转!"     
639     "[游戏管理员] %s 上线了!"      
640     "玩家 %s 登录游戏!"
641     "您不可以使用此命令!"     
642     "找不到角色!"     
643     "命令:[/奖励 角色 类型 数值]" 
644     "奖品类型不可用!"
645     "奖品价值大于超过限制!"         
646     "已成功添加奖励!"
647     "不能给自己发送奖励!"    
648     "命令:  [/重载 类型 | 例如: /重载 命令]"   
649     "重新加载已成功执行!"   
650     "命令:  [/奖励玩家 值 类型]"  
651     "要修改的名字最少2个字最多5个字."      
652     "这个名字已经存在."
653     "请等待 %d 秒后再使用该命令."
654     "这个名字已存在!"
655     "改名成功!"      
656     "改名未成功!"        
657     "公告玩家 %s 已改名为 %s!"     
658     "必须先从战盟中脱离才能改名."    
659     "您现在还不能使用."  
660     "[竞速活动] 将在 %s 秒后开始!"   
661     "[竞速活动] 距离活动结束还有 %d 分钟!"
662     "[竞速活动] 距离活动结束还有 %d 秒!"
663     "[竞速活动] 获胜者是 %s !"       
664     "[竞速活动] 事件结束 - 没有玩家到达目的地!" 
665     "[竞速活动] 先到达坐标 x%d y%d"
666     "[竞速活动] 活动结束 - 活动取消!"
667     "封禁时出错!"     
668     "账户已被封禁!"    
669     "角色已被封禁!"  
670     "[事件活动] 距离结束还有 %d 秒" 
671     "[事件活动] 参加活动时间已到!" 
672     "[事件活动] 取消!"        
673     "[事件活动] %s 开始了!"    
674     "[事件活动] 输入 /参加 加入活动 / 参与进来!" 
675     "[事件活动] 已有 %s 位玩家参加!"   
676     "[寻找GM]还有 %d 秒结束"  
677     "[寻找GM] 没有人获胜!" 
678     "[寻找GM] 取消!"       
679     "[寻找GM] %s 开始了活动"  
680     "[寻找GM] 寻找 GM 并和他交易!" 
681     "[寻找GM] %s 赢得了比赛!"      
682     "[寻找GM] 距离活动结束还有 %d 分钟!" 
683     "[抓捕事件] 结束!"       
684     "[抓捕事件] 活动已经开始,不能使用移动命令!"
685     "[抓捕事件] 超时!" 
686     "[抓捕事件] 取消!"     
687     "[抓捕事件] 打开!"       
688     "[抓捕事件] 输入 /参加 参加活动!"
689     "[抓捕事件] %s 加入活动!"
690     "[抓捕事件] %s 赢得了此次活动!"    
691     "[抓捕事件] %s 被抓住了!"
692     "[任务 %d] 你需要达到 %d 级以上!"         
693     "[任务 %d] 你必须达到 %d 次转生以上!"   
694     "[任务 %d] 你必须达到 %d 次转世以上!" 
695     "[任务 %d] 你至少要拥有 %d 金币!" 
696     "[任务 %d] 你需要到达坐标 %s (x %d,y %d)!"     
697     "[任务 %d] 没有必要的VIP计划!" 
698     "[任务 %d] 需要先找到: %s!"   
699     "[任务 %d] 你需要杀死 %d %s (还剩: %d)!"  

700     "[任务] 恭喜,您已经完成了所有任务!"   
701     "[任务 %d] 你获得了: %d 积分, %d 元宝, %d 哥布林币!"
702     "恭喜,你收到了一份礼物!"   
703     "你收到了礼物!"       
704     "[轮盘游戏] 关闭!"    
705     "[轮盘游戏] 活动已开始!"    
706     "[轮盘游戏] 超时!"  
707     "[轮盘游戏] 取消!"  
708     "[轮盘游戏] 已开放（最多参与者：%d）!"     
709     "[轮盘游戏] 输入/参加 参与!" 
710     "[轮盘游戏] 参与者 %d: %s 人!"          
711     "[轮盘游戏] %s 赢得了比赛!"   
712     "[轮盘游戏] 将弹珠放入轮盘中!"
713     "[轮盘游戏] 转动轮盘!" 
714     "[轮盘游戏] 斗鸡!" 
715     "[轮盘游戏] 开火!"      
716     "[轮盘游戏] %s 已出局!"      
717     "[轮盘游戏] %s 没有受到伤害!"
718       "[冰风堡战役] 新的冰封堡堡主诞生 !!!!"     
719       "[冰风堡战役] 战盟 %s 获得胜利!" 
720       "[冰风堡战役]占领王座时间: %d 分钟!"   
721       "[冰风堡战役] 战盟的所有在线成员都赢了："
722       "[冰风堡战役] 10 WC!!!"
723       "[冰风堡战役] 获得最多奖励的玩家:"
724       "[冰风堡战役] 第 %d 位占领宝座的玩家是 (%s)  所属战盟 【%s】 "
725       "[冰风堡战役] 盟主将获得王者坐骑金狼一周使用权!"  
726       "[冰风堡战役] 结束!我们下次再见!"   
730     "恭喜你获得 %d 点积分!"    
731     "恭喜你获得 %d 点元宝!"    
732     "恭喜你获得 %d 点哥布林币!"    
733     "命令: [/排名 类型 职业 | 例如: /排名 等级 法师]"    
734     "命令: [职业: 战士, 法师, MM, 魔剑, 圣导, 格斗,召唤]"         
735     "没有结果!" 
736     "第%d名: %s (%d)"   
737     "重新分配点数"     
738     "%s 晋升为 %s!"  
739     "你已经达到了 %s!" 
740     "我已被禁用 = ("       
741     "您需要拥有64个同样的物品"         
742     "非常感谢,我收到了这些物品并送出了你的礼物."          
743     "对不起,我对这些物品不感兴趣."        
744     "已成功将物品换成礼物！"   
745     "[%s] 距离开始还有 %d 分钟!"  
746     "[%s] 方式: (输入/答题 正确答案)" 
747     "[%s] %s"    
748     "[%s] %s 回答正确!"  
749     "[%s] 结束!"      
750     "[%s] 兄嘚,上课走神了吧!"      
751     "[%s] 正确答案是: %s"       
752     "[自动拾取 %s] 开启!"     
753     "[自动拾取 %s] 关闭!"    
754     "[自动拾取] 关闭!"       
755     "[大师洗点] 大师技能点数重置!"   
756     "[大师洗点] 大师技能点数重置错误!"      
757     "[购买] 你没有足够的积分!"          
758     "[购买] 你获得 %s 权限"     
759     "[购买] 你目前的权限等级高于所购买的权限!"     
760     "消耗 %d 积分!" 
761     "消耗 %d 元宝!"   
762     "消耗 %d 哥布林币!"   
763     "你不能使用游戏助手的自定义攻击!"
764     "您无法使用游戏助手时进行自定义攻击!"
765     "游戏助手系统需要: %d级以下才可使用"     
766     "你需要: %d 积分!"     
767     "你需要: %d 元宝!"     
768     "你需要: %d 哥布林点数!"     
769     "奇迹联军赢得了比赛!"    
770     "幻影教团赢得了比赛!"     
771     "[Pvp开关] 已启用"         
772     "[Pvp开关] 已关闭"
773     "[物品保护] 启用 - 帐号加密中……"  
774     "[物品保护] 密码仅支持8位数以内数字和字母!"   
775     "[物品保护] 错误,请勿重复加锁!"
776     "[物品保护] 解除保护成功!"         
777     "[物品保护] 密码错误!" 
778     "[物品保护] 物品锁定中,请先解锁!"  
779     "您只能在安全区使用这条命令" 
780     "个人商店是空的或物品没有定义价格"
781     "注意这个商店中的物品是用 祝福宝石 交易"
782     "注意这个商店中的物品是用 灵魂宝石 交易" 
783     "注意这个商店中的物品是用 玛雅宝石 交易"
784     "注意这个商店中的物品是用 积分 交易"      
785     "注意这个商店中的物品是用 元宝 交易"      
786     "注意这个商店中的物品是用 哥布林点数 交易"
787     "你需要先打开个人商店"       
788     "该命令将运行％d分钟后"        
789     "命令  / store 所用时间已到"  
790     "[攻击] 未开启"        
791     "[攻击] 你不能使用这个位置"
792     "[攻击] 你没有需要使用的技能" 
793     "[攻击] 使用时间: %d 分钟"  
794     "[攻击] 超时"          
795     "[攻击] 开启"         
796     "[离线攻击] 你必须先开启 /攻击"      
797     "[离线攻击] 你不能使用这个位置"        
798     "这个战盟不存在!"      
799     "[决斗] 超时!"      
800     "[决斗] 取消!"          
801     "[决斗] %s 和 %s 决斗已开始!"   
802     "[决斗] %s %d VS %d %s!"     
803     "[决斗] %s 赢得了比赛!"  
804     "[决斗] 开始!"
805     "[俄罗斯转盘] 关闭!"       
806     "[俄罗斯转盘] 活动开始!"
807     "[俄罗斯转盘] 时间不多了!" 
808     "[俄罗斯转盘] 取消!"     
809     "[俄罗斯转盘] 开放(最大参与者： %d)!"        
810     "[俄罗斯转盘] 输入命令 /参加 加入游戏!" 
811     "[俄罗斯转盘]玩家 %d: %s 加入!" 
812     "[俄罗斯转盘] 第一名 - %s (%d 点数)!"   
813     "[俄罗斯转盘] 第二名 - %s (%d 点数)!"   
814     "[俄罗斯转盘] 第三名 - %s (%d 点数)!"   
815     "[俄罗斯转盘] 你的位置: %do ( %d 点数)!"      
816     "[俄罗斯转盘] 分数: %d 点数!"    
817     "包含禁止的文字!" 
818     "需要: %d 次大师转生."  
819     "不允许 %d master o +" 
820     "命令: [/打包 (物品名字, 数量) (10,20,30)]"  
821     "命令: [/解包(物品名字, 数量)  (10,20,30)]"
822     "你没有对应数量的物品."
823     "命令执行成功." 
824     "空间不足."
825     "[组队竞赛]在%d 分钟后关闭"  
826     "组队竞赛活动入口"   
827     "[组队竞赛] 关闭!"       
828     "[组队竞赛] 在%d 分后开启"  
829     "[组队竞赛] 已经开始!"      
830     "[组队竞赛] 已结束!"      
831     "[组队竞赛] 组队时不可进入!"   
832     "[组队竞赛] 活动还未开启!"  
833     "[组队竞赛] 你没有进入所需的物品!"        
834     "你没有足够的金钱!"      
835     "不允许在交易中使用!"    
836     "使用命令成功,消耗了%d 金币!"         
837     "花费:%d 积分,%d 元宝,%d 哥布林点数!"  
838     "如果要使用,请重新输入命令!"         
839     "另一个公会成员正在使用!"
840     "您没有权限使用公会仓库!"      
841     " %s 角色 %s 被封禁 %d 天!"
842     "%s 被禁人物%s 账号%d 天!"     
843     "[外挂检测] 检测到加速!"
844     "[交易] 收到:%d 金币!"   
845     "[交易] 收到:%d 积分!"    
846     "[交易] 收到:%d 元宝!"    
847     "交易] 收到:%d 哥布林币!"    
848     "[交易]%s 没有足够的货币!"    
849     "[任务%d] 需要%d 积分 才可以完成" 
850     "[任务%d] 需要%d 元宝 才可以完成!" 
851     "[任务%d] 需要%d 哥布林点数 才可以完成!" 
852     "[任务%d] 没有足够的空间来接收您的奖品!"   
853     "[任务%d] BUFF已经激活,请稍后执行任务!" 
854     "击杀%d 怪物任务完成!"     
855     "任务完成!"    
856     "[任务%d] 你没有所需物品!"  
857     "[任务%d] 需要击杀 %d 只怪物"     
858     "此服务器不允许红名进入, 距离开游戏还有 %d 秒" 
859     "此服务器不允许红名进入, 距离开游戏还有 %d 秒" 
860     "[任务] 恭喜,您已完成此任务!" 
730     "恭喜你获得 %d 点积分!"    
731     "恭喜你获得 %d 点元宝!"    
732     "恭喜你获得 %d 点哥布林币!"    
733     "命令: [/排名 类型 职业 | 例如: /排名 等级 法师]"    
734     "命令: [职业: 战士, 法师, MM, 魔剑, 圣导, 格斗,召唤]"         
735     "没有结果!" 
736     "第%d名: %s (%d)"   
737     "重新分配点数"     
738     "%s 晋升为 %s!"  
739     "你已经达到了 %s!" 
740     "我已被禁用 = ("       
741     "您需要拥有64个同样的物品"         
742     "非常感谢,我收到了这些物品并送出了你的礼物."          
743     "对不起,我对这些物品不感兴趣."        
744     "已成功将物品换成礼物！"   
745     "[%s] 距离开始还有 %d 分钟!"  
746     "[%s] 方式: (输入/答题 正确答案)" 
747     "[%s] %s"    
748     "[%s] %s 回答正确!"  
749     "[%s] 结束!"      
750     "[%s] 兄嘚,上课走神了吧!"      
751     "[%s] 正确答案是: %s"       
752     "[自动拾取 %s] 开启!"     
753     "[自动拾取 %s] 关闭!"    
754     "[自动拾取] 关闭!"       
755     "[大师洗点] 大师技能点数重置!"   
756     "[大师洗点] 大师技能点数重置错误!"      
757     "[购买] 你没有足够的积分!"          
758     "[购买] 你获得 %s 权限"     
759     "[购买] 你目前的权限等级高于所购买的权限!"     
760     "消耗 %d 积分!" 
761     "消耗 %d 元宝!"   
762     "消耗 %d 哥布林币!"   
763     "你不能使用游戏助手的自定义攻击!"
764     "您无法使用游戏助手时进行自定义攻击!"
765     "游戏助手系统需要: %d级以下才可使用"     
766     "你需要: %d 积分!"     
767     "你需要: %d 元宝!"     
768     "你需要: %d 哥布林点数!"     
769     "奇迹联军赢得了比赛!"    
770     "幻影教团赢得了比赛!"     
771     "[Pvp开关] 已启用"         
772     "[Pvp开关] 已关闭"
773     "[物品保护] 启用 - 帐号加密中……"  
774     "[物品保护] 密码仅支持8位数以内数字和字母!"   
